@relation 'C__Users_GHANSHYAM_Desktop_Project_reviews Segregated-weka.filters.unsupervised.attribute.Remove-R2'

@attribute text string
@attribute @@class@@ {neg,pos}

@data
'Recently Fr. Conceicao Rodrigues College of Engineering has hired a lot of new faculty. The old professors are quite good in the sense that they do teach and students can understand if they attend. Some students find the teaching pretty okay in the Computer dept. while the Production dept. seems very strict. Few of the faculty members are helpful and open to doubts. ',pos
'Fr. Conceicao Rodrigues College of Engineering placement records have always been gratifying with more than 100\% placement every year. All renowned companies come here. TCS, Infosys, Amdocs, L&T Infotech pick up maximum students with salaries ranging between Rs. 2.5 lacs p.a. to Rs. 4 lacs p.a. In recent years, placements have picked up even more, with some more dream companies like Google, IBM, Hewlett Packard, JP Morgan, Nerolac coming in and offering better packages. Expect the trend to continue. ',pos
'A school, a chapel and the college building are in the same premises of Fr. Agnel College of Engineering. The diploma and degree classes are in the same building. It houses lecture halls, well-equipped laboratories of all departments, computer centres, a capacious library with many books and journals, dedicated internet centre for students, gymnasium, auditorium, canteen and other imperative amenities. Gymkhana is common for all and it is crowded most of the times. The campus is Wifi Enabled and the students are provided with specialized barcoded ID cards to avail the required amenities. Excellent computational facility with 3 MBps internet connectivity. Hostel facilities are available, but only for boys. ',pos
'Bandstand, mate. You have a breathtaking view of the sea from the classrooms and a cool breeze is constantly blowing. A 15 - 20 minute ride in a rickshaw should take you to Fr. Conceicao Rodrigues College of Engineering (better known as Fr. Agnel College of Engineering) from Bandra railway station (Western Railway & Harbour Railway) but that would be a bit expensive. BEST bus 211 starts from Bandra station and drops you right outside the college gate which happens to be the last stop. Having said that, the frequency is simply superb. ',pos
'Excellent. Faculty is actually good in the Mechanical and Electrical Engineering streams of Fr. Conceicao Rodrigues Institute of Technology (Fr. CRIT). Although, the same cannot be said about the Computer and IT faculty, it\'s much better than many of so-called top institutes. Teachers make sure the portion is completed well within time. Presentations are made by the teachers so that the students understand better. Doubts are always welcome. The faculty makes sure that at the end of the semester the student is well versed with the subject. ',pos
'You can\'t expect the cream of the city to travel all the way to Koparkhairane to teach at a brand new college, can you? But it\'s not too bad. A couple of MU toppers were from Gahlot, so the faculty must be at least half-decent, we\'re guessing. Students say that the professors are pretty qualified, though it must be noted that many of them are just MBAs, perhaps from institutes very similar to this one! Communication is mostly in English, but some professors are nice enough to speak in Hindi if students have language issues. The college hasn\'t had any guest lecturers coming in yet, but efforts are being made, so you can expect a few in a couple of years. ',pos
'While there\'s nothing great about the infrastructure at GIMSR, it isn\'t too bad either. The newly-made building certainly looks better than the others around it, but that isn\'t really saying much. The one appreciable point is perhaps that the college has a generator, so they don\'t lose power during load shedding. Classrooms are decent, and the library is okay too. No wifi connectivity, we\'re afraid. There\'s also a small ground behind the college, where they host their \'sports day\'. ',pos
'Gahlot Institute of Management Studies and Research (GIMSR) is just a 15 minutes walk from Koparkhairane. There are also a few buses which go to this college but if you have company from the railway station it is advisable to take an autorickshaw as it comes to just Rs.15/- ',pos
'There are a lot of senior faculties in this college. They are all very co-operative and helpful. Guest lectures are also conducted 2 or 3 times a week and some of the visiting faculties are even better than permanent ones. ',pos
'The campus is shared with school and the Arts, Science, Commerce College. The infrastructure of this college is nothing exceptional but nothing is lacking about it too. There are all the equipment and facilities needed pertaining to the course such as projectors, air-conditioned classrooms, wi-fi connectivity etc. The library is smallish but it is sufficiently spacious looking at the strength of current batches. Overall the infrastructure is good and students rate it 7 on 10. ',pos
'Even though this is a relatively new college, placements are good and are expected to get better as the college becomes older and reputed. Although not 100\%, most of the students do get a job. Average package is around 4.5 lakh rupees.College also provides 100\% summer placements. Some of the companies that visited the college for summer’s are Godrej, Reliance, Mahindra & Mahindra and Cadbury. ',pos
'Overall atmosphere is conducive for studies and offers possibilities for freaking out too. Although the college is relatively new it has potential to become one of the better known colleges around the city. ',pos
'Bunking full on! Assignments, punishments or test papers are to be solved if attendance is below 50 \%. But you can always chhapofy! Actions are only taken if you are in critical defaulter say less than 30\%-40\%. ',pos
'Its located right opposite Lilavati hospital in Bandra (W). Its slightly far from the railway station (Bandra-W Rly and Harbour Rly) and you wouldn\'t want to walk to the college. Takes about 15 minutes by rick, i.e., if you find one...it becomes a major task on most days. One of the best locations among all the architecture colleges though. ',pos
'Candies, Barista, Garcia’s, Five Spice, Sai Sagar restaurant near by, Carter Road, Linking Road and Hill Road. Bandstand is not far. And after all its Bandra, the queen of the suburbs...it will never let you run of options. ',pos
'Overall, a very good college and must be among the top choices of the student, because of its magnificent location. Though travelling is somewhat a problem for students coming from the central suburbs, especially when you have to carry big projects along. For others it’s a good choice. ',pos
'Faculty of KJSCE is pretty decent and are really experienced. Mechanical Faculty of KJSCE is said to be one of the most experienced faculty with abundant practical knowledge and having an average tenure of 9 years and more. Lectures are conducted in English and most of the professors are M.Tech/PhD holders who strike a chord with the students. ',pos
'Being a gujju (Gujarati minority) college, 50\% of the seats are reserved for Gujaratis though you always see more than 70\% of Gujjus in this college. As per engineering standards the crowd is really good at KJ Somaiya College of Engineering (KJSCE). You’ll find all kinds of people here, from nerds to the so called cool people and also the smart lot. Even the gunda variety is said to be found here. Over the last couple of years, the crowd at KJSCE has improved and along with the general mix of students from other colleges in the campus, the college has a very vibrant feel to it, especially in the canteens. ',pos
'the crowd here is very true ................its awesome. ',pos
'the festivals are rocking....surge2011 was fantastic.... KJSIEIT is a good choice... ',pos
'Both somaiya vidyavihar and somaiya sion management is centered, that\'s why GOOD PLACEMENT. ',pos
'According to students, the management is a little soft on defaulters. Assignment punishments are given if attendance is below 60 \% (at least in the 1st year) but most copy (nothing new) and escape the punishment. The college has never made any harsh decision by not allowing students to sit for the exam or asked for a fine. ',pos
'KJ Somaiya College of Engineering (KJSCE), more popularly known as \"KJ\", is closest to Vidhyavihar railway station (C.Rly.), at a 10 minute walk and with the share-a-rickshaw facility available, the travel time between decreases to a mere 5 minutes. The college is also well connected by the Harbour Line via Chembur and Tilak Nagar Stations. A bus stop is also located outside the Ghatkopar Gate and one is also located near Amar Mahal which is a 10 minute walk from the college. This bus stop is well connected to Thane and South Mumbai. The Western Line is also easily accessible from the Ghatkopar Metro Station ',pos
'The canteen is pretty good. Food is delicious and the rates are also reasonable. This place packs more attendance than most lectures. With a variety of food types and snacks available, finding a seat during lunch a a task in itself.Coupled with low cost, good food and great hygiene, the mess is easily the favourite of every student looking to eat a huge lunch on a low budget. With two messes located inside the campus, KJSCE is a great place for every student who enjoys a good variety of vegetarian food. ',pos
'On the hangout spots of this college, the Maggi house near the Aryabhatta building of the college is very popular with the students. The amphitheatre(Gargi Plaza) sees a huge number of visitors enjoying the breeze and having a nice time with friends. With Pheonix Market City and Odeon Mall in the vicinity, students often go to these places to hang out or watch a movie. Vikrant Circle at Ghatkopar is also popular with the students for a variety of options available for good food. ',pos
'The faculty at KJ Somaiya College, Sion is good in Computers and EXTC. The faculty in Electronics is said to be strict whereas they are said to be lenient in IT. Overall, an experienced and qualified faculty. ',pos
'KJ Somaiya College of Engineering, Sion is relatively new so it is not the automatic choice but it definitely comes in the second rung colleges. You will find a healthy blend of studies and enjoyment in this college. ',pos
'It is recommended that you keep your attendance above 75\% and it should definitely not fall below 50\% otherwise parents are summoned. It is mandatory to wear Id-Cards in college the whole day, even in the canteen!! ',pos
'The canteen at KJ Somaiya College, Sion is pretty ordinary and there is much scope for improvement. The food is edible and cheap. You can eat here!! ',pos
'The crowd is fun loving and jovial. Enjoyment is guaranteed and you will almost always find a great group to bond with. Boys to girls ratio is 1:3. ',pos
'Infosys and TCS account for majority of the placements 70\% of the students get placements. ',pos
'Going by the general opinion of the students, the faculty is slightly better for the PGDM course, as compared to MMS, but the syllabus is almost parallel. Apart from Finance, all the major subjects faculties, the students say are good. Finance is a bit of trouble. All of them are highly qualified, and some even Ph.D holders. Although some students would say that the professors can’t express themselves well. But you cannot rule out their experience, and their very approachable attitude. Guest faculties are common with colleges like JBIMS, Wellingkar and Sydenham, so you certainly expect brilliance from these teachers taking their respective subjects. ',pos
'The college comprises of two buildings, of which the newer building takes the charm compared to the older one, but both are maintained well. All the classrooms are air-conditioned so that the studying environment remains conducive. The college has not made the provision for wifi internet connectivity, citing certain security issues, which the students feel could be managed. That does not mean students do not have access to the internet, the computer labs do have internet, but the speed is pretty annoying. The library has more than enough books available for all, even during exam times. The students also have access to an e-library system, which is available to all the students. But the PGDM students enjoy a slightly more convenient facility, by which they get to keep all the books for themselves, that are needed for the semester, pretty cool in a way. The sports facilities are good too with a cricket and a football ground. ',pos
'The campus is an entire complex, which is certainly the biggest campus in all of Mumbai University colleges, and the sporting facilities are also good, as mentioned earlier. About the life, that’s pretty hectic here in the first year, where students have to face a lot of completely new subjects, so getting used to that takes some time, but it is pretty calm thereon. The college canteen is disliked by the students, and they prefer the engineering/polytechnic canteen which they say is way better. For hanging out, there’s R-city mall, Phoenix Mall, and eating out usually happens in Ghatkopar. ',pos
'Even while we were talking to the students regarding this review, 200 out of the batch of 300 had already got placed, and the students are very certain that 100\% of the batch will be placed. Although the college does all they can, while getting companies to recruit students, there are some people who are very particular about their preferences, at times, do not land up in a job.But one thing peculiar about the college, is the procedure followed (which the students believe is not seen in any other b-school), which then causes things to come at the behest of LUCK. In the defence of the college, the system is in place to provide every single student irrespective of his/her performance, a very fair chance. Thus, the no. of companies coming to college is HIGH, but the process reduces the average student placed.The average range of pay packages/salary here is around Rs. 6-7 Lakh per year, while the highest has gone to about Rs.8,00,000 per year, which is pretty decent. ',pos
'Certainly K. J. Somaiya Institute of Management Studies and Research has a place in the top 5 MBA colleges in Mumbai, and top 3 if considering under the University of Mumbai. Good college, nice facilities, decent amount of industry exposure, and in the end, placements, if that’s what you’re into, SIMSR is the better colleges to be in. ',pos
'Kamla Raheja is one of the best architecture colleges in Mumbai, and it has a faculty to match its reputation. The professors are highly experienced, and all have Masters degrees from good foreign universities. They communicate well with the students, and the students are thrilled with them. ',pos
'Excellent college to go to, in spite of the strict attendance system and lack of air-conditioners. Ideally, one of the best architecture colleges in the State. ',pos
'Kamala Raheja College of Architecture is located in Juhu, right next to the famous Vidyanidhi group of schools. The college is pretty far from Andheri and Vile Parle stations, hence many students prefer travelling by buses as their frequency is upto the mark. Students do travel by trains and it can cost you a fair 25 bucks from Vile Parle Station in rickshaw, which you can manage to share with a couple of friends. So getting to the college is not an issue. ',pos
'The crowd is pretty good; a decent mix of girls and boys. Although students may be involved in extra-curriculars as well, most of them are quite sincere. ',pos
'All the faculties are highly qualified; especially the marketing faculty. There are a good number of visiting faculties from the industry as well. Marketing teachers have an in depth knowledge about their respective subject and students usually love their style of teaching. ',pos
'The infrastructure at Welingkar is very good. There are two libraries, audio visual rooms, air-conditioned classrooms equipped with LCD and projectors. As such there is no campus within the college, but overall it’s kept quite neat, clean and green. The college has separate hostel for boys and girls, with LAN internet connectivity. The library is over 20 years old, and has over 40000 volumes covering different management topics, and it automated using barcode, for quick information management. The open air amphitheater is a nice setup for students to perform and unleash their creative sides. The auditorium is well equipped and considered world class. Apart from that, the college also has a yoga and a recreation centre. ',pos
'Welingkar College is located in Matunga East but is equally accessible from Matunga and Dadar. It’s a 5 minute walk from Dadar station and BEST bus frequency is excellent. Students probably use both trains and buses for commuting to the college. ',pos
'Crowd is excellent. Everyone is very friendly and students feel like home. People come from all the different backgrounds like engineering, commerce, industry. In a nutshell, you meet hell lot of down to earth students. Apart from the canteen, there is a recreational centre within the campus where you see students playing and chit chatting. There are hundreds of food parlours / stalls right outside the college. ',pos
'Placement for batch of 2012 was more than 100\% with highest package of 20 LPA. Roughly, the average pay package at Welingkar is 7.75 LPA. Major recruiters are Infosys, Wipro, HCL, Deloitte, Tata Motors. HUL, Capgemini & IBM. All in all, the placements are quite good as compared to the other top B-schools in Mumbai. ',pos
'Well the people here who are saying all these things, need to get their facts right. The very first thing is that the highest packages..... Well 4 guys in my batch of 120 students bagged packages ranging from 10-15 Lpa. and most of the guys bagged 7-8Lpa. While those who had some preferences about a particular sector compromised on the packages and that\'s acceptable. Still those guys never got less than 6Lpa. Someone has to be really dumb/choosy at Welingkar who cannot bag a job. Certainly most of the students at Welingkar are locals who do not want to move out of Mumbai, so most of them do not opt for organizations asking for relocation. Now you can\'t blame a college for that. ',pos
'As far as I know Welingkar is one of the best colleges I have come across. Their programs are good. They also have great infrastructure and brilliant faculty. The professors go out of their way to help you with concepts. The exposure is very good. The college has immensely helped me with networking and has also boosted my self confidence. ',pos
'I was pretty hesitant when I selected Welingkar. But I have to it is one of the best colleges in Mumbai. I have done my pat time masters form there. With the course, I was able to balance my work and education at the same time. I got very good exposure. The college has immensely helped me with networking and has also boosted my self confidence. ',pos
'the crowd is quite good....people do come here from south mumbai,maximum crowd is from suburbs(bandra to borivali)....its true you won\'t find a lot of studs and babes here...bt you will njoy a lot wid this mixed type of crowd. ',pos
'Guys SLRTCE is the best... We celebrate Tech Fest & Cultural fest which is titled as UTSAV. ',pos
'There is an excellent faculty in this college and can be said to be the USP of the college. For each 10-12 students a faculty is assigned who mentors them for all the academic issues. Core faculty are highly experienced and knowledgeable. There are more junior professors compared to seniors but they’re also equally competent and helpful. Students are extremely pleased with their teaching and highly grateful to have such amazing faculty. ',pos
'Crowd is fine ',pos
'There is a nice looking building which looks even more beautiful in contrast the surrounding locality. It’s a 7 storey building out of which 1st and 2nd floors are for architecture and interior design courses. Infra is not excellent but it’s quite good compared to other colleges. Classrooms are not air-conditioned but are comfortable & airy nonetheless. Labs & studios are also well-equipped and well-lit. Library is spacious and has adequate number of books. The campus lacks WiFi connectivity but internet can be accessed from internet labs. However only 4th and 5th year students get to use this facility. One thing lacking is playground & recreational facilities. But overall the students are satisfied with the infrastructure at hand as they are provided with all the required amenities. ',pos
'Canteen is really nice and spacious. Tasty food is served at reasonable prices and there is also a good variety of dishes. Only one complain – no non-veg food is available. ',pos
'External faculty is excellent for all years. However permanent faculty seems to be just above average. Some of the permanent ones are just too good with you if you maintain good relations with them. ',pos
'The campus is pretty small. However there is a small playground on the opposite side. The college seems to be under construction for the past 4-5 years so half of the structure is unfit for normal architects to work in. Soon college is going to be ready with its new look. Hostel facilities are available. But that doesn\'t mean the resources for learning are not available, the labs are good, with internet and multimedia features. ',pos
'Crowd is good. Generally people from western and central suburbs come to this college. People are just too cool to hang out with. ',pos
'It is going to be among the best colleges soon…The rate at which new principal is making improvements seems as though we have entered into a totally different level of learning things…a very good college to look-up to in the near future…join in you’ll have a great time ahead!!! ',pos
'Like most colleges in the outskirts, Lokmanya Tilak College of Engineering (LTCE) doesn’t exactly attract the best crowd. While its not bad, the majority of people come from Vashi, Thane and Koparkhairane. It’s a fairly mixed crowd though. Acceptable. ',pos
'This is probably the college’s USP. Lokmanya Tilak College of Engineering (LTCE) has a really good infrastructure, with well maintained classrooms and, more importantly, washrooms. The labs are clean and well-equipped too. To top it all, they have a Massive campus, with basketball and badminton courts, a full-size football ground and other indoor sports like table tennis and carrom. However, lots of parts of the campus are still under construction and students face a plethora of problems currently. ',pos
'The food is not bad. Its sufficiently hot and most things are edible. Hygiene isn’t great, but that really shouldn’t be of much concern for engineering students. ',pos
'The teaching staff is overall good. Architectural and interior design faculty is comparatively better. The humanities and theory faculty is best. Students are not satisfied with the structure faculty. The teachers clear the doubts even after the lectures and are quite co-operative. Visiting faculty is also good. ',pos
'coanditions have changed...lot of faculty from dy patil has joined this college...the new bldg of this college is almost ready....teaching is good....the college always has old guest arcitect lectures...n ya the elevators function quiet smootly now ',pos
'well derz new CCD(xpress) opeand recently.............grate places inside campus 2 bnk........and hv fun.........aint bad though........... ',pos
'Placement is good..!! ',pos
'SEE.. I\'m a 1st year student...I\'m going to tell you what I personally feel about this college...A UNIQUE life experience..So big campus.. 1 of the biggest in Mumbai university..!!You will interact with medical, dental, physiotherapy, nursing, mass media, bsc students..!!A big playground !! OK ok canteen you can also go to cafeteria or nearby McD.. ',pos
'The infrastructure at MET is pretty good. Lecture halls are air-conditioned and well-maintained, the entire building is wifi enabled, and they have an excellent, well-equipped library. They also have a games room and a music room, where you can often find students jamming away to glory. There is a basketball court, a tennis court, and a little ground where you can play whatever you feel like as well. ',pos
'The placements vary from course to course, but the average package at MET is about Rs.4 lakh per year. Companies such as HDFC, TCS, Cognizant, ICICI Bank visit the college. The college has roughly 60-70\% placements. ',pos
'I must say its a pretty good college for Management. After top 4 Its rank is well placed. Infra For B school Excellent. Faculty Most of them too good namely you will find all famous book authors from graduate level courses teach there. Only problem is you don\'t see much students with work experience. MMS being university course work load is less But PGDM is too demanding and instance course. MET is well known for its PG in Marketing ',pos
'‘If the first year faculty is good, then second year is better’, quoted by one of the students. Good English communication and experienced professors gives a ‘thumbs up’ to the teaching department of pharmacy in MET. ',pos
'It\'s not an average college. Faculty is great!! ',pos
'The pharmacy department is situated on the 4th floor of this building while the other floors are dedicated to the MBA department. The classrooms are pretty decent and have one sitter benches. Apart from the AC classrooms and labs, there are projectors in all the lecture rooms. Labs are excellently maintained and well equipped too.The college also has a basketball court, tennis court and a huge playground. Moreover, there is a music room on the 5th floor, where you can pick up an instrument and start jamming. ',pos
'The college has one common canteen for Pharmacy and MBA students. In spite of that, it is quite spacious as the lunch breaks are strategically timed. The food is decent and quite affordable. Spring Dosa is a speciality of the MET canteen. ',pos
'There are a number of hangouts very close to the college. Candies is one of the favourites thanks to its location. Sai Sagar nearby even gives a discount to IES students! ',pos
'The pharmacy crowd in MET is quite balanced as they participate in extra-curricular activities and perform exceedingly well in academics. Most of the students are from the local city Mumbai, while you hardly see any ambitious student coming from different states of India. On a whole, girls outdo the number of boys in class strength. ',pos
'The teaching staff is okay with little arrogance and towering attitude. Some students’ find them friendly while few keep at least a hand away distance. Most of the lecturers in Nirmala College communicate in English while some prefer the desi style. ',pos
'If your marks are just about average plus you stay in the nearby suburbs and don’t want to face the typical strictness like in a few other colleges, then Nirmala College is a good bet. ',pos
'I love this college cause all the staff is very much friendly and helpful. Guys it\'s upon you what image you create in front of them and they\'ll just react the same way as you react to them. All the teachers are damn good. I\'m happy to be a student of NMFC in 12th science. Love you all teaching and non-teaching staff ',pos
'This is one of the factors which goes in the favour of students. Attendance is NOT AT ALL strict and maintaining a 45-50\% is tolerated. Anything below this mark, parents are called but most of the students are left with warnings. ',pos
'Nirmala College is located 10-15 minutes away from Kandivali Railway station in Thakur Complex in Kandivali East. The frequency of BEST buses from Kandivali and Borivali stations is pretty awesome and majority of the students use this mode of transportation. Some dudes like to flaunt their bikes and there is decent parking space outside the college gate. ',pos
'Since, the college is located in Thakur Complex, you can definitely expect quite a few good and local restaurants/stalls. Right opposite the college is the Tibbs Frankie along with a refreshing Soda pub. A few more local sandwich, vada pav and patties tapris completes the local hangouts. Two minutes away is the most famous and unnecessarily expensive Urban Tadka. Also, you can find a plethora of cafes and pizza parlours once you enter Thakur Village located on the other side of the highway. Movie buffs can definitely enjoy their life in (or outside actually) Nirmala College because of Cinemax, Fame and Broadway. ',pos
'As there is no Minority Quota in Nirmala College, you can expect a mix crowd. Majority of the students come from the nearby suburbs and most of the bikers are seen wooing girls. You can expect the crowd to be less studious due to the leeway given on attendance. ',pos
'Oriental College of Pharmacy is particular about attendance but not strict. The university norm of 75\% is recommended by the college but a small 5\% relaxation is allowed before parents are summoned. However, no harsh actions are said to be taken, probably because most of the students compensate for short of attendance soon. ',pos
'placements are also very good......near about 70\% people get placed this year....... ',pos
'Average college with the only positive being great placement facilities. Students with no social life would find this college apt and perfect!! ',pos
'I think canteen is not that bad as compared to many colleges in Mumbai.It\'s the best college if you want to study 4 years rather than to enjoy Engineering. ',pos
'The only decent and nearest hangout place would be the Multiplexes “Imax” at Wadala and “Cinemax” at Sion. Good restaurants can be found but only in Sion, which isn’t very close to the college. The canteen serves as the regular hangout for most of the students due to the lack of any other joints near the college. ',pos
'Patkar is one of the top rated colleges in the western suburbs and should be a good choice after a few top rung colleges. Though the crowd and infrastructure is not appealing, but the name Patkar – Varde, has its legacy going since years. ',pos
'Patkar College is located in Goregaon West on SV Road and is less than 5 minutes walking from Goregaon Railway station. The college has a good name and is quite famous amongst the FYJC and SYJC students. Most of the students commute by train while a few choose to travel BEST buses as its frequency is amazing. ',pos
'The canteen of Patkar – Varde College is decently spacious but is too suffocating. The canteen lacks enough tube lights and seems dull during most parts of the day. The food is just edible while cost is not an issue. You can expect a lot of time pass items like chocolates, chips and biscuits inside the canteen apart from the regular food. Gossip mongers choose canteen for their private chit chat. ',pos
'The faculty at M.E.S. Pillai’s Institute Of Information Technology (PIIT) is really good for a college on the outskirts of the city, with the students and teachers sharing a good rapport. The mechanical department faculty, it seems, is one of the best in (well not technically, but anyway) Mumbai. ',pos
'u have many drop outs so the crowd isn\'t smart either! so you can be an instant star if your intelligent or a football player!but come to the college and u\'ll notice it is unlike any engineering college, a fun place to be in, chill out and study( if you will do that ever ) :) ',pos
'The placements hadn\'t been impressive till recently but they\'ve shown some improvement in last couple of years. The college manages to place close to 50\% of the students with decent salaries. Of course, those who DO get placed are pretty happy, with companies like Accenture offering acceptable salaries of 3.2 lac per annum.',pos
'Good college maaaje mein raho study karo and try to score 60\% you will surely Get placed.Companies like TCS, Amdocs ,Godrej,Indian NAvy,Persistent, Inscript,Accenturs recruit students .par FEES bahut hai bhai so take this into consideration ',pos
'One massive plus point about M.E.S. Pillai’s Institute Of Information Technology (PIIT) is its Massive campus, which is surprisingly clean by engineering college standards. The washrooms are NOT cramped and do NOT smell like a fart bomb. All in all, it’s a nice environment to study (or not study) in. ',pos
'Attendance is not really an issue, with 40-50\% guaranteeing safety. ',pos
'Located conveniently close to Panvel Railway Station, Pillai’s Institute of Information Technlogy (PIIT) is a cool 10 minute walk from the tracks. If you wish to save even more time, and spend some more money, you could take a rickshaw which would get you there in not more than a couple of minutes. ',pos
'The canteen at M.E.S. Pillai’s Institute Of Information Technology (PIIT) is of an acceptable standard, with edible and more importantly, affordable, food. ',pos
'The infrastructure is quite decent with their auditorium, something worth a mention. All the other basic amenities are available like Wi-Fi on campus, air-conditioned classrooms equipped with projectors. All students are provided with laptops (they are planning to discontinue this due to complaints from students). ',pos
'There is a Linguistic Minority-Malayalam at Pillai’s Institute Of Management Studies And Research, as is the case with other institutes at the Pillai campus. The crowd is a good mixture of students from various backgrounds. ',pos
'While it would be silly to expect professors to shun the IIMs and come here to teach, it\'s fair to say that the faculty at Rajeev Gandhi College of Management Studies isn\'t too bad. Professors are qualified, though teaching may not really be their forte. They are extremely supportive though, as any student would tell you. There are hardly any guest lecturers coming in- a grand total of two visited the college last year. ',pos
'Rajeev Gandhi College of Management Studies (RGCMS) is located at a 15 minute walk from Ghansoli railway station (which is on the awesome-sounding trans-harbour line). Students also travel by buses, since their frequency from Vashi and Thane is pretty good, and they drop you right outside college. ',pos
'Strictly okay except for 2010 when it showed 80-85\% placements. Placements in the instrumentation branch are relatively bad. Some good companies do come to pick students from college but most students are culled and only a handful are placed. In 2009 about 130 students were placed in good companies. About 45\% placements in 2007 and 60\% in 2008. Infosys is the major taker. Placements are improving year on year, though, so it\'s worth the risk. ',pos
'placement is comparatively good with av salary of 3.5 LPA for comps.good for comps ,IT,mech then EXTC. ',pos
'RGIT has one of the very good canteens in Mumbai colleges. It is well ventilated and decently spaced. Various food items like Pav Bhaji, Chaat, South Indian and Pizza are the most preferred ones. Prcies are extremely moderate for the super quality food and thus it has always turned out to be a saviour for most of the studnets. ',pos
'Owing to it RGITs upmarket location, the college has some fantatic hangouts .Versova beach and \'Versova rocks\' followed by Yari road are all very close to the college and will cost a minimum rickshaw fare to get you there. Eatery joints like Kareems and drinking joints like Pop Tates and Sodas have always attracted the students. Lokhandwala is another excellent hangout next to the college where you can expect almost everything under the sun. Movie buffs can look out for Fun Republic (also famous for its Bowling Alley) and Fame Cinemas at Citi Mall. ',pos
'RAIT has some really dedicated professors. Over the last few years, the standard of the college has increased tremendously and thus excellent teaching staff have been employed in this college. There are some okay teachers. Communication takes place in English. Teachers are not very strict; but at the same time they\'re not into favourtism. That\'s about it. ',pos
'RAIT is just AWESOME!Everything about it is brilliant. Especially the Engineering canteen food. ',pos
'A masala mix of scholars, cyber junkies, diehard headbangers, take-it-easy goers, flunkers, Martians, Gujjus etc. can be found at Ramrao Adik Institute of Technology (RAIT)Life in RAIT begins at 9:00 AM and seems to end at 6:00 PM (People never leave, they seem to fade away. RAIT is never lifeless). People are into Computers, rock music...rock music and computers. Half of RAIT comprises cyber nuts the other half sleep on guitars. ',pos
'crowd of RAIT is just great.......friendfull, supportive. ',pos
'Records are good and average salary offered was around Rs. 3.25 lac p.a. for the previous year. The major recruiter is Infosys. Great progress has been made in the recent years and students claim that RAIT placements are now at par with the best colleges in Mumbai. ',pos
'164 students got placed in TCS and arouand 16 students in HCL. ',pos
'Ramrao Adik Institute of Technology (RAIT) is not monotonously boring. In fact it is daringly different. A healthy mix of both education and entertainment. So if you plan to be an engineer with a difference then RAIT is the place to be in. ',pos
'attendance? Don\'t need it. If you get good marks in tests it doesn\'t matter how many lectures you\'ve bunked. Self-study is very important here ',pos
'Strangely enough RAIT canteen (managed by Anna) serves good food at very reasonable rates. Thali, Vada Pav, Masala Dosa are favourites. The ambience has been recently upgraded and now attracts students from every department be it medicine or law and of course engineering. The change has been so drastic that alumni who haven\'t been to their college for long, can\'t believe it\'s the same canteen.  ',pos
'Rizvi College of Architecture has very good faculty. All teachers are highly qualified and have at least done their Masters in architecture or interior designing. They’re good in communication and you easily understand what they’re teaching. They’re also flexible about medium of instruction and teach in either English or Hindi as per students demand. Apart from permanent staff there are also many guest faculties to conduct seminars. ',pos
'It is in the same campus as the engineering, management, hotel management, law colleges and school. There is a 7 storeyed building of which top 2 floors are dedicated to architecture department. Classrooms and studios are well maintained and washrooms are clean. There’s no wi-fi but internet can be accessed from labs and there’s no restriction on usage of internet. The hostels are provided by the college in Mahim for boys and in Vile Parle for girls. Charges for which are Rs 3000 a month plus food extra. ',pos
'Very few colleges in Mumbai can beat the location of Rizvi College of Architecture. It’s off the plush Carter road promenade and behind Pali Hill, home of many celebrities. One might often bump up with a celebrity or someone popular. It’s a little far from the railway stations though. It’s closer from Khar though it can be accessed from Bandra as well (both the stations lie on W. Rly and Harbour Rly). You can reach college in an auto for somewhere around 20 bucks or take bus no. 220 from Khar or Bandra stations. 51 & 56 are other buses from Dadar and Santacruz. ',pos
'The Rizvi College of Engineering canteen is a paradise for non - veggies. It’s really big and mostly very crowded. You can get some of the tastiest food here. It’s airy and well ventilated. The prices won’t be heavy on your pocket and yes no one brings TIFFIN in Rizvi, so good is the canteen. The seating is very comfortable. Food available varies from Chaat to Chinese, traditional thalis and what not. Don’t forget to try the Bhurji-pav here. ',pos
'As Rizvi College of Engineering is located in Bandra there are myriad places to go out to. CCD, Barista, Sheeshas, Candies are the closest to the college, less than a minute away. You can reach hill road or linking road in minimum auto fare to find famous hangouts like Yokos, KFC, McDonalds, Falafels, American Bakery, J.Hearshe, Mumbai Times Cafe, Hukkah n Tikkah and many more. There are dozens of Frankie, sandwich and dosa stalls just outside the college offering you with excellent and cheap options, most famous of being “Anna’s Dosa Corner”. Many LAN gaming centres have also turned up here and have become a big adda for the bunkers. Also the famous tambe gulli is there for those who like to smoke and dope. ',pos
'Even though there is 50\% quota for muslims, the principal is very open minded in accepting students from all parts of India. And so crowds are a changing in the college. There is great interaction between seniors and juniors. This rapport really encourages the extra curriculars that the college pariticpates in. ',pos
' Rizvi is one of the top private colleges in Bombay for Architecture. Although a small campus, it more than makes up for it in the academic and extra curricular front. ',pos
'A couple of years ago there were pretty good teachers but due to some unknown reasons the staff keeps changing. But now the teachers are Ph.D graduate and experianced. ',pos
'Its good college ya sum teachers are fresher but they try to teach which you will find in every college. ',pos
